Feature,MeanAbsSHAP
fy_Longitudinal_Bars,25.682715445020065
Width,18.20080094956809
Concrete_Strength,11.144180095635576
Span,2.501423861317483
Depth,2.3469257874420566
Diameter_Tensile_Bars,1.7615740961224011
Stirrup_Diameter,1.3476078841113446
Tension_Reinforcement_Ratio,0.900869586703028
fy_Stirrup_Bars,0.7737541620782793
Stirrup_Spacing,0.3198414294448469
